review,rating
"Etant de passage à Paris et passionné d'Histoire, l'arc de triomphe était un point incontournable de notre visite. Une fois le billet pris, (billet gratuit pour les 0-20 ans) nous sommes arrivés au milieu de la place CDG. Au pied de l'Arc de Triomphe on peut aisément voir la flamme du combattant inconnu, puis, pour les plus motivés, monter les 300 marches en colimaçon pour accéder au petit musée, puis au toit de ce célèbre monument français. Un musée modeste mais très intéressent ou on y apprend l'histoire de l'arc de Triomphe. Je vous conseille d'y aller lors du couché de soleil. Le panorama à 360° y est magnifique. On y voit tout Paris, de la tour Eiffel en passant par Montmartre jusqu'au musée du Louvre. Le spectacle d'une ville effervescente y est remarquable. Je conseille plus que fortement un détour d'une demi-heure seulement dans le monument qui caractérise la France.  ",5.0
J'habite à 100m et je ne me lasse pas de la regarder tout les jours ! Surtout au coucher du soleil. Lumière merveilleuse à ce moment la.,5.0
"Nous avons opté pour la visite guidée gratuite avec le ticket d'entrée.Superbe expérience avec une guide passionnée.Nous avons eu droit à l'histoire du monument, des sculptures au musée et à l'esplanade sur le toit.Un très bon moment.Incontournable quand on vient visiter Paris, la vue est plus belle qu'au dessus de la tour Eiffel et il y a moins de file pour un prix très réduit.Conseil : visite guidée d'une heure toutes les heures 10h15 pour la notre. A prendre absolument vous ne verrez plus l'arc avec les mêmes yeux",5.0
"Monument incontournable de Paris sur l’axe des champs Élysées, et l’arche de La Défense. Obligatoire : il faut monter en haut de l’Arc de triomphe. Prendre son billet sur internet pour ne pas attendre à l’entrée. En haut vous aurez une vue à 360 degrés de paris. De magnifiques photos à faire. L’avenue des Champs Élysées, avenus de la Grande Armée jusqu’à l’Arche de La Défense, la Tour Eiffel, Montmartre, le Louvre et la place de la Concorde. Les photos sont en ligne.",5.0
"A FAIRE UNE FOIS DANS SA VIE.Très beau monument que l on admire de l’extérieur. Une fois les centaines de marches grimpées, on peut admirer Paris à 360°, dont les champs Elysées.Je remercie l'organisation irréprochable, ou là les pass muséums sont bien pris en compte.Très bon moment.",5.0
"FILTRAGE ET DOSAGE DES 2 FILES D'ATTENTE, AVEC OU SANS RÉSERVATION, Excellents, Équilibrés ICI ! BRAVO ! NULS À L'ORANGERIE ET SAINTE CHAPELLE !... Pour l'Accès, Ici, à L'Arc de Triomphe, Les Contrôleurs sont Parfaits ! Avec Grande Intelligence, pour Un Dosage des FILES, Totalement Régulier et Continu, AVEC OU SANS RÉSERVATION !...De Surcroît, Ici, Le PARIS MUSÉUM PASS, est Un Vrai Pass !.. Comme au Musée d'Orsay et Panthéon.Non Pas, Comme au Musée de L'Orangerie et La Sainte Chapelle !!... ",5.0
Visite avec nos enfants 5 et 9 ans avec entrées  adultes prises sur le CGOS entrées enfant gratuites.Visite culturelle appréciée de tous.,5.0
"Un must visit à Paris. On était en famille, et on a été émerveillés par la taille de ce monument plein d’Histoire. Les details sont extraordinaires, et la visite vaut vraiment le détour",5.0
"Un des monuments les plus célèbres de Paris. Sublime de par son architecture mais également de par la vue proposée à son sommet. Le billet est gratuit pour les -25 ans, donc plus aucune excuse pour ne pas visiter ce magnifique monument. Le panorama et le petit musée valent le détour. Je recommande !",5.0
"Préparez vous à monter la centaine de marches avant d’arrivé au sommet. Vue incroyable, mais à éviter les jours de vent!",5.0
"Incroyable monument !Impressionnant, d'en haut comme en bas.L'arc de Triomphe est un monument phare de Paris, place de l'étoile. A faire lors de votre visite à Paris !",5.0
Probablement la plus belle et complète vue de Paris à 360 degrés Un lieu chargé d’histoire qui appelle au respect et au souvenir Un grand symbole,5.0
L'Arc de Triomphe est un monument emblématique de l'identité nationale française. Il a été commandé par Napoléon en 1806 pour célébrer ses victoires militaires et inauguré en 1836 par le roi Louis-Philippe. Il rend hommage aux armées de la Révolution et de l'Empire et abrite le tombeau du Soldat inconnu depuis 1921. C'est un lieu incontournable pour admirer la vue panoramique sur Paris et les douze avenues qui rayonnent autour de l'étoile.,5.0
"Non seulement ce monument historique est particulièrement impressionnant , au centre des 12 avenues formant une étoile, mais, de surcroît, sa visite est très intéressante, et la vue que l'on a au sommet est remarquable.",5.0
en visite a paris nous sommes passé voir l arc de triomphe au milieu du rond point .et avec une grande avenue,5.0
"A voir il est beaucoup plus grand qu a la télé , surpris de sa hauteur et longueur, attention il y a un tunnel pour y accéder,il est mal indiqué et pour le voir il faut être devant.",5.0
Très joli monument .  Je vous le conseille avec cette grande avenue illuminée c'est très jolie surtout au période de Noël ,4.0
"Le plus beau monument de Paris avec une vue incroyable sur la terrasse. Le personnel a été très accueillant et souriant. Nous avons appris beaucoup de choses intéressantes sur le monument. 1ère fois que je visitais l’Arc de Triomphe et je ne regrette absolument pas, visite à faire et à refaire.",5.0
On a fait l'arc de triomphe un premier dimanche du mois assez tôt dans la matinée un peu de monde mais on est passé vite. Bcp de marche mais cela vaut le coup. A faire,4.0
Escalier imposant à grimper mais la vue est exceptionnelle On domine paris et le décor est donc somptueux ,5.0
"En haut des champs Elysée, arc de Triomphe au mileu du rond point et de la circulation a voir absolument",5.0
J'ai toujours rêvé de visiter ce fameux arc de triomphe français.... je aimé l'endroit propre beau par contre plein de touristes de voitures il te faut beaucoup de temps pour pouvoir prendre une photo devant ,4.0
"Visite de l'arc triomphe avec vue sur place de l'Etoile vraiment incroyable, découvert paris autrement.",5.0
"Pas pu aller en haut de l'Arc de Triomphe compte tenu de la file d'attente. Par contre, j'ai eu la chance d'assister à la cérémonie du ""Soldat Inconnu"". Très important que la France garde cette habitude de saluer nos héros. Plusieurs musiques qui ""nous prennent aux tripes""",4.0
La vue est juste folle et le monument juste somptueux.On est fier d’être français en voyant ça.On reviendra pour prendre le temps de profiter à fond !,5.0
"Montez sur la terrasse : vous verrez et comprendrez Paris et les percées hausmaniennes  ! A l'étage, excellent film résumant l'histoire de l'Arc en fonction de l'histoire de France au XIXe siècle !",5.0
"Une fois le tunnel d accès trouvé, il faut mériter son accès jusqu à la terrasse mais la vue est à couper le souffle !! Monument magnifique et bien entretenu.",5.0
Je ne risquerai pas mes roues autour de l'arc mais c'est très beau. Je pense qu'on peut se contenter de le voir de loin,5.0
trop trop jolie !! dommage que il y a du monde et que on fait le tour en voiture! sinon c'est magnifique de voir cette avenue avec au bout ce momument magnifique !,4.0
Je suis allé le soir et franchement c’est très beau et impressionnant. Le seul bémol est que pour y accéder c’est dangereux car il y a plein de voiture tout le temps et pas de passage piéton pour traverser.,3.0
Accès automobile réservé aux cascadeurs ou aux inconscients. Contrairement à ce qu'on nous laisse entendre impossible de se garer au milieu pour les PMR. Donc accès unique par escaliers souterrains. Seul coté positif nous avons réussi à en sortir vivant. La circulation n'est qu'une guerre incessante...,1.0
Après la balade sur les champs Élysée arrivé devant l’Arc de Triomphe jolie monument compliqué pour s’y rendre à faire le matin tôt,4.0
Un incontournable de Paris. Splendide de jour comme de nuit.Se visite par escalier ou ascenseur pour les personnes à mobilité réduite.,5.0
on pourrait améliorer la circulation en instaurant un système  de feu tricote pour réguler la circulation.,3.0
"Belle architecture, Vue d en bas, non visitée en haut.Place incontournable de Paris. Point d orgue de la visite des Champs Elizés ",4.0
"Très beau monument avec une belle vue de Paris, et notamment de la Tour Eiffel, lorsqu'on est au sommet",5.0
"Monument exceptionnel de l’extérieur . Par contre l’accueil est déplorable, l’agent de sécurité te hurle dessus et les tarifs sont hors de prix ( comme partout dans Paris) .",1.0
"Bonne vue périphérique de Paris. Escalier intérieur long et étroit, ascenseur disponible, demandez. Sur la terrasse, attention, chemin de ronde surélevé de 40 cm sans garde corps interieur",3.0
"La visite de l'Arc de Triomphe est très intéressante et la vue depuis le haut est exceptionnelle. Un peu cher quand même, mais gratuit pour le -25 ans.",4.0
"Le monument (son pied et la flamme éternelle) n'est quasiment pas accessible sauf si vous arrivez très tôt le matin.Ouverture de la visite à 10h, ... non 10h30 .... et non 11h00 puis pas avant midi pour cause de travaux (? pas de planification des travaux dans cette ville ?)Bref on a attendu 1h30 pour rien, temps perdu sur les autres visites...NUL",1.0
"Pas besoin de monter a la tour eiffel, et sa queue de touriste, la vue de l'Arc suffit largement a tout voir dans tout les sens et toute les directions, pour un prix attractif ainsi que un peu de sport a monter toute ces marches jusqu'en haut",4.0
Un endroit émouvant et une terrasse avec vue imprenable... juste après la tour Eiffel. Dommage du temps d attente très long et sans ombre.,4.0
"le monument par lui même est magnifique . La vue sur Paris depuis la terrasse est splendide . C'est la visite incontournable à faire si on se rend à PARIS . Attention par contre , il y a plus de 240 marches , l'escalier n'est pas très facile à certains endroits et même pour les personnes ayant quelques difficultés à monter ( les vieux comme moi quoi ) ou les personnes ayant des difficultés cardiaques , il n'est pas possible d'utiliser l'ascenseur ( sauf éventuellement procédure spéciale que je n'ai pas encore trouvé) .. Donc c'est superbe mais un autre bémol , cela reste assez cher  pour avoir le droit de monter des marches d'un monument national entretenu par mes impôts.Réduction pour les jeunes mais pas pour les retraités .",4.0
"Environ 1h d'attente en extérieur si pas de réservation, avec résa la file est beaucoup plus rapide avec accès sous un pilier près du préfabriqué.Très belle vue arrivés en haut !🤩👌",4.0
"Etre au centre de cette place, tout en haut de ce monument est fantastique, vous allez apprendre plein de choses grâce aux explications, la vue sur toutes les avenues et impressionnante, bon il faut aimer les escaliers !",4.0
n'hesitez pas à monter tout en haut c'est payant mais on a un panorama splendide ... attention pour les personnes cardiaques ou autres il y a pas mal de marches à monter et pas d'ascenseur...!!!! ,5.0
L'accès est actuellement un peu compliqué par lestravaux. La vue sur Paris est remarquable. Les tablesd'orientation mériteraient un peu plus de précision.,4.0
"On ne peut pas aller à Paris sans voir la Tour Eiffel, les Champs-Elysées et ... l'Arc de Triomphe. Que de symboles de cette capitale. Un panorama unique sur les Champs Élysées, l'une des plus belles avenues du monde (dit-on...). En 1806, Napoléon Ier ordonne la construction de l’Arc de triomphe en l’honneur de la Grande Armée. Inspiré des arcs antiques, ce monument emblématique porte les noms des batailles et des généraux de la révolution et du premier empire. Il abrite la tombe du soldat inconnu dont la flamme est ravivée tous les soirs. A voir impérativement, de jour comme de nuit.",5.0
"Incontournable d'une visite à ParisAccès via les Champs par tunnel sous terrainLe monument est impressionnant, avec la flamme du soldat inconnuPas de visite de l'arc au sommet car prix élevés",5.0
Nous avons terminée notre ballade en famille des champs élyssé face à ce monument éclairé d' un beau soleil magnifique,5.0
"C'est toujours un plaisir de se retrouver face à ce monument.  Pas forcement besoin d'y monter, surtout si il fait pas grand beau.",5.0
"Quel autre endroit que celui-ci pour prendre de splendides photos des Champs-Elysées, de la Place de l'Etoile, et de Paris en général ????Sans compter qu'en plus c'est un lieu chargé d'Histoire, un symbole de la France.Le Terminus de la plus belle Avenue du Monde, que tout le monde nous envie.Prenez le temps de vous recueillir au pied de ce monument, sur la flamme du Soldat Inconnu, nous leur devons bien cela à nos aïeuls !",5.0
on l'a vu que de loin car il y avait des manifs anti vax et les champs étaient pleins de CRS ET GIROPHARE,2.0
"Superbe monument qui , lorsque nous avons pu gravir les marches,offre une vue des plus originale sur cette belle Paris .A recommander.",4.0
Profitez d'un séjour parisien pour prendre de la hauteur et admirer la capitale avec un point de vue inédit,5.0
Il faudra mettre la main au porte-monnaie pour gravir les 284 marches qui mènent sur le toit de l’arc mais une fois là-haut vous pourrez profiter d’une vue magnifique et des merveilles de la plus belle ville du monde.,5.0
"Beaucoup de marchés pour monter. Déconseillé aux jeunes enfants et aux personnes âgées.En haut des marches des toilettes, une boutique souvenir, et quelques explications du lieu / histoire.Encore quelques marches et on arrive au sommet  ou il y a la vue 360° (rien de +).La vue est très belle sur l'étoile et les toits de Paris. A privilégier (quand on peut), quand il fait beau pour avoir une vue dégagée.Un petit peu cher par rapport à ce qu'il y a à voir.",4.0
Et dire que des malfrats se sont pris à tout détruire à l'intérieur de ce monument.Heureusement que la tombe du soldat inconnu est protégé.Allez visiter cette endroit (malgré le trafic de véhicule important).Il vaut le coup de si arrêter pour y apprendre l'histoire.,5.0
"Ben édifice situé en haut des champs Élysée !!!Il est possible d aller au sommet en achetant un billet!Par contre,prenez bien votre souffle en bas,car,ça grimpe !!!",5.0
"Plusieurs fois en vacances à Paris mais cette année pour la première fois nous décidons de monter en haut de l’Arc de Triomphe un jour de grand ciel bleu sur la capitale !! Après avoir échauffé nos cuisses en montant toutes les marches des escaliers en colimaçon nous arrivons sur une la terrasse avec une vue imprenable , Tour Eiffel , défense ,champ Élysée et la symétrie des avenues qui nous rappelle qu’ un jour la place s’appelait place de l’étoile !!  Agréable moment !",5.0
Globalement rien d’exceptionnel mais le monument se trouve au bout des champs élyséeUn site à faire si vous êtes Paris.,5.0
"Très beau monument surplombant les Champs Élysées.Belle architecture, à voir si vous êtes de passage dans la capitale.",5.0
"Belle balade sous un ciel magnifique du monument emballé par Cristo. Malgré toutes les critiques, il fallait le voir pour se faire sa propre opinion. Beau travail et une image différente de notre Arc de Triomphe...",5.0
"Une vue spectaculaire sur les Champs Élysées et inattendue sur la Défense. Le parcours historique n'""est pas à la hauteur du monument et la boutique  est à éviter. ",4.0
La vue à 360 degrés est intéressante en haut du bâtiment et l'ascension des marches se fait assez facilement.,5.0
"Emouvant, malgré le bruit des voitures . Conseil : y aller soleil couchant ou soleil levant, les couleurs y sont formidables . Ensuite descendre les champs Elysees à pieds pour faire une photo d'ensemble au niveau de la ""contre allée""",5.0
Historique et merveilleux pour les touristes et les parisiens toujours aussi nombreux malgré les mesures sanitaires,4.0
Courage il faut grimper haut mais la vue est à couper le souffle à 360 degrés. Nous avions des billets achetés en ligne pour 17h (à faire absolument sinon vous faites la queue 2 fois!!) mais finalement tout le monde fait la même queue sans plage horaire…vraiment dommage. Organisation à revoir.,4.0
"Une visite incontournable quand on vient à Paris pour la première fois. La vue à 360 ° sur le toit est magnifique ! Il faut monter 284 marches pour arriver au sommet. A noter la présence d'une boutique de souvenir à l'intérieur, avec des produits moins ""tocs"" que ceux vendus à la sauvette et cela pour un prix tout à fait correct.L'entrée nous a couté 7 €, un tarif tout à fait raisonnable étant donné le bâtiment.",5.0
Intéressant de monter à l'étage pour voir l'avenue des Champs-Elysées. Escaliers très étroits pour monter mais la vue panoramique vaut le détour.,5.0
Des grues et des travaux en cours qui enlaidissent le monument en ce moment... Pas possible de se rapprocher de la flamme au milieu donc un peu déçus mais le personnel est très sympathique et accueillant. ,4.0
"Toujours belle cette vue de Paris, de la Tour Eiffel d'en haut de l'Arc. La visite vaut vraiment le détour.",5.0
"Lieu magique, vue à couper le souffle, musée et boutiques à visiter. Même les 284 marches ont été vite oubliées!!",5.0
J'ai eu la chance de voir l'Arc de Triomphe avec son déguisement. C'est une situation unique qui n'a duré que 3 semaines. Très beau.,5.0
"Dommage qu'une grue gâche actuellement la visite. Habituellement, il est à voir. En ce moment,  moins. Il faudra revenir. ",3.0
Je trouve que la visite ( plus cher que la tour eiffel) ne vaut pas le detour. Certes nous avons une belle vue sur les champs elysees mais ca s'arrete la. Le musée ne vaut pas la visite.,3.0
"Si on n'a pas de billet à l'avance, c'est très long.Sinon ma vue préférée de Paris. C'est vraiment à faire.Avec le Covis, imposible de revoir le batiment de l'exterieur après la visite, donc en profiter en y allant.",4.0
"Pour le coucher de soleil un 31 octobre entrée à 18:20 c’est raté car le chgt d’heure avait lieu la veille 🥵 en bref avec billet coupe file génial attention entrée via un parcours souterrain proche du métro ensuite x marches pour accéder au sommet  comme il avait plu la vue sur paris by night  était dégagée,  la période de Noël doit être féerique 🌲 ",5.0
"La vue est bien plus belle de nuit , en plus il y a beaucoup moins de monde ! Les touristes sont de retour à Paris , c'est tant mieux mais du coup il est préférable d'acheter son billet en avance pour éviter une attente trop longue",5.0
Étonnant mais cela valait le détour !Et que ceux qui n’ont pas été emballés se rassurent; le déballage a commencé dès samedi 2 octobre…,5.0
"Très impressionnant cet empaquetage voulu par Christo,j’étais dubitatif,même en voyant les photos et je me suis rendu hier en haut des Champs Elysées et j’ai été impressionné par la beauté du résultat.",5.0
"Pour moi le plus beau monument de notre jolie capitale. En journée ou de nuit, l'arc est incroyablement beau et majestueux !",5.0
"Si l'arc de Triomphe est un symbole de la France, je ne comprends pas que l'on transforme en paquet, même si le cout a été pris en charge par l'association de Christo...Scandaleux et horrible. Une injure à l’histoire de France et aux français",1.0
Magnifique ! A voir L’emballage a vraiment du sens. L’Arc de Triomphe comme un cadeau surprise. De l’ART XXL ,5.0
"Notre symbolique et superbe "" Arc de Triomphe de l'Etoile "" , vient d'être "" empaqueté "" c'est à dire occulté , masqué,  et j'en passe .... par deux personnages Christo et Jeanne Claude , qui semblent ne pas avoir le même  respect de l'Art que ses fidèles et amoureux !! Cela a couté la bagatelle de 14 millions d'Euros et il n'est pas prouvé que le contribuable français n'ait pas été sollicité malgré lui !! . C'est sûr , cette "" chose"" a du succès , vu le nombre de badauds qui se pressent devant cet anachronisme , qui ne grandit pas la ville de Paris . Je ne peux pas accepter cette violation des chefs d'oeuvre de ce monument , qui avaient été exécutés par des artistes de talent comme "" La Marseillaise ""  par François Rude , symbole du Romantisme français au 19 ème siècle et d'autres encore , qui sont autant d'épisodes , qui marquent notre histoire . Je ne pense pas être ringard , mais j'ai du respect pour tous les "" Arts "" quels qu'ils soient , à condition qu'ils ne piétinent pas les autres  !! Le drapé tenu par des cordages rouges , est encore plus indécent et les effets de voilage , ne sont pas dignes d'une bonne couturière . Revenant du Togo en Afrique de l'Ouest , je pense que je vais y retourner pour échapper à tout ce vacarme insignifiant !!",2.0
"Que les grincheux se rassurent : cette œuvre artistique incroyable est éphémère puisqu'elle ne reste en place que quinze jours. Elle sera démontée ensuite, et  il n'en restera qu'un souvenir ébloui et extraordinaire pour ceux et celles qui, comme moi, ont pu aller gratuitement  l'admirer, la toucher, et quelques photos et vidéos. oui gratuitement, ce projet qui tenait à cœur aux grands artistes Christo et Jeanne-Claude depuis tant d'années, et qu'ils n'auront pas pu voir fini malheureusement puisque tous deux sont décédés. Leurs équipes ont pu quand même  leur rendre un hommage posthume en  finalisant ce projet grâce aux plans, maquettes, indications en tous genres laissés par Christo, et qui, comme chaque fois, sont vendus pour financer leur œuvre. ""Personne ne peut acheter ces œuvres, personne ne peut les commercialiser, personne ne peut vendre des billets pour les voir... Notre travail parle de liberté"", disait l'artiste qui n'a JAMAIS eu recours à une subvention publique. Les Parisiens et les Français en général n'ont pas été mis à contribution, ils peuvent comme tous les visiteurs étrangers aussi, venir sur place admirer et ressentir cette œuvre d'art l'esprit tranquille puisque, je le répète encore, elle est totalement gratuite, contrairement à la montée sur le toit de l'Arc de Triomphe qui, elle, coûte plus de 17 euros !!!!!  Courrez-y !",5.0
Je ne savais pas trop quoi pensé.... Finalement agréablement surprise. C'est une Oeuvre d'Art comme une autre et en journée ou de nuit on ne reste pas indifférent. Allez voir et vous jugerez mais je pense que si on est sur Paris il faut aller y jeter un coup d'oeil.,5.0
Un endroit magnifique et une vue exceptionnelle . Nous avons eu la chance de l'avoir vue juste avant son emballage.  ,5.0
Voilà une belle visite que l’arc de triomphe sous un emballage Cristo.Prendre un peu de temps pour voir sous différents endroits.A voir de nuit.,5.0
"Quelle attitude iconoclaste d emmailloter l arc de triomphe ! Cela est le résultat d un ego démesuré ! complètement inutile, sans intérêt ! Imaginons des touristes qui viennent à Paris pour la première fois et se retrouvent devant cette mascarade!!!!! Honteux que l on laisse un soit disant génie massacrer un monument pareil!!!!!!",1.0
Super vue moins haut que la tour Eiffel mais spot incroyable donc à faire même pour une première fois à Paris,5.0
"il faut l'avoir fait... le monument est imposant, la vue depuis le toit imprenable.. a faire sans aucun doute",4.0
"280 marches pour atteindre le sommet et pouvoir contempler l'Étoile. Pour le reste, peu ou pas d'intérêt réel, sauf bien entendu à se remémorer l'histoire attachée à ce monument, avec les paroles de Napoléon à ses grognards : ""vous rentrerez sous des arcs de triomphe"" . ",3.0
très instructif et à visiter en soirée pour profiter des lumières de Paris et de la Tour Eiffel surtout scintillante pendant 5 minutes à chaque heure. ,4.0
"Même si je n'ai pu profiter de l'architecture extérieure du bâtiment à cause de son projet d'empaquetage, la visite reste intéressante et la vue de la terrasse est magnifique (après avoir monté 284 marches).",4.0
"En haut des Champs Elysées, monument édifié par Bonaparte à la gloire des batailles ...actuellement, en rénovation, aves des échafaudages en cours d'installation.08/2021",4.0
Malheureusement en travaux lors de notre visite nous n'avons pas pu beaucoup profiter de la beauté des extérieur.. La visite intérieur en elle même est assez pauvre bien qu'intéressante..La vue du sommet est par contre magnifique ,5.0
"En 1806, Napoléon Ier ordonne la construction de l’Arc de triomphe en l’honneur de la Grande Armée. L'Arc de triomphe jouit d'une terrasse panoramique à 50 mètres du sol ; pour y accéder, nous avons dû ce jour-là gravir les 284 marches d’escalier (pas d’ascenseur ce matin-là). Une fois arrivés sur la terrasse, l’effort est récompensé : un panorama à 360 degrés avec en point de mire les Champs Elysées, mais aussi le Sacré Cœur, la Défense, la Tour Montparnasse, la Tour Eiffel – une vraie visite de la capitale. Des travaux sont en cours actuellement en vue du projet artistique de Christo et Jeanne-Claude « L’Arc de Triomphe empaqueté » dès le 18 septembre 2021. En cas de périodes d’affluence, la billetterie en ligne est préférable.",5.0
"Après plus de 400 marches à pied, ça vaut quand même le coup.vue à 360 degrés, dommage car des échafaudages  et grues présents genaient pour les photos.",5.0
"Lors de notre visite à Paris pour la première fois nous sommes montés à l'arc de Triomphe. Nous avions pris les billets par internet ce qui nous a permis de ne pas faire la queue. Nous avons pu prendre l'ascenseur pour monter. Une fois arriver la haut, le spectacle est éblouissant. La vue sur Paris et sa banlieue est juste magnifique. Nous pouvons admirer tous les monuments. A faire",5.0
"Vue imprenable sur le tout Paris ! Le personnel est très souriant, accueillant et aux petits soins. Un monument de toute beauté !!!",5.0
"Vu impeccable sur Paris vu du toit. Moment historique décris dans une galerie très bien fait. Le passage sous terrain pour y accéder très spacieux. Le personnel est d’un accueil irréprochable surtout pour les personnes à mobilité réduite. J’étais au petit soins, escorté dans l’ascenseur vraiment visite agréable",5.0
Très beau monument de Paris comme la Tour Eiffel !Très bien placé sur l'Avenue des Champs Elysées !Je recommande !,5.0
une belle vu de tout en haut !!! mais beaucoup de marche ahaha!!!une expérience faite en amoureux incroyable,5.0
"Bien que les billets me semblent un peu chers (car on ne va pas y passer la journée - 1h30 maxi), la vue à 360° vaut le détour. Attention pas d'ascenseur (sauf pour personnes à mobilités réduites) dont ça grimpe entre 200 et 300 marches. Il y a des paliers avec des salles expliquant la construction et une avec la question du soldat inconnu.",4.0
"Visite gratuite possible, possibilité de monter sur le toit, vu magnifique et impressionnante, nous avons été charmé",5.0
"Superbe vu sur Paris et les Champs Elysee, ainsi que les grandes avenues avoisinantes.Parcours avec explications enrichissantes sur l'origine de l'Arc et également une exposition temporaire sur le Soldat Inconnu.Nous recommandons totalement cette halte à Paris. ",5.0
Super point de vue sur Paris. Exposition très intéressante sur la tombe du soldat inconnu. Lieu incontournable d une visite sur Paris d autant plus que la Tour Eiffel est fermée et en travaux ! ,5.0
On peut aller juste en dessous c'est top ! (Il y a un passage sous Terrain qui passe sous la route). (Gratuit en Avril 2021),5.0
Monument historique et emblématique français. Je peux le voir comme presque une œuvre d'art Parisienne. Une beauté dans sa structure et notamment la nuit lorsqu'elle est illuminé par les lumières de la ville. Je vous conseille d'aller au dessus pour admirer la plus belle avenue du monde !,4.0
"Comme indiqué dans le titre il ne faut pas être agoraphobe ou votre visite se transformera en véritable cauchemar. L’Arc est magnifique, bien conservé et la tombe du soldat inconnu est bien entretenue. C’est un endroit idéal pour faire des photos mais également dangereux à cause de la circulation. ",3.0
En cette période de Pandémie les champs Élysées sont plus calme et donc l'arc de Triomphe plus accessible ,5.0
Le petit muséela flamme du soldat inconnu et la vue est juste magique 360° sur Paris une merveille architecturale à voir absolument ,5.0
Je suis conquis ! Très belle endroit avec une vue sur les champs Elysées. Un monument historique et quasiment obligatoire à visiter.,5.0
"Exposition permanente au petit palais à Paris (gratuite) lieu remarquable, sculptures, peintures extraordinaire",5.0
"Photo du touriste oblige, on ne peut passer à Paris sans se prendre en photo devant l'arc de triomphe.",5.0
"Même si ce n'était pas au programme, nous sommes partis à la découverte de  l'Arc de Triomphe, au vue du  tarif avec la gratuité des enfants cela vaut le coup.Découverte de son histoire et de la tombe du soldat inconnu.Magnifique vue depuis sa terrasse. Mes filles ont adorée, et pareil pour moi.",5.0
"Monument symbolique qui vaut par la vue à 360° depuis la terrasse mais il faut monter les très nombreuses marches. Le petit musée au 2ème étage est assez pauvre.Le principal défaut est le prix (à moins d'avoir une gratuité, certes nombreuse ):13 euros pour une visite relativement courte en moyenne.",3.0
