review,rating
"Contrairement à la province ou les cours d'eau ne sont pas très large, je dirai clairement qu'ici c'est assez impressionnant car la Seine est large. En effet, lors de la traversée d'un pont, il faut compter environ 5 minutes. De plus ce qui est intéressant c'est de voir les bateaux de tourisme.  Contrairement à la Moselle par exemple ou le Rhône, je n'ai pas vu de péniches. Je n'ai pas vu non plus de petits bateaux de promenade ni de de paquebots de croisières fluviales! Il est vrai que mon déplacement s'est effectué uniquement sur le centre de paris !  Pas vu non plus de cygnes!",4.0
"Au fil de l'eau, nous avons contemplé les ponts et les monuments de Paris, le Zouave n'avait pas encore les pieds dans l'eau ...",4.0
"Ce vers d'Apollinaire, parmi tant d'autres, rappelle que la Seine est une source infinie de poésie. Classée au patrimoine mondial de l'UNESCO, elle n'a guère besoin qu'on y rajoute rien, sinon le conseil d'effectuer une navigation sur ses eaux, à lquelle les batobus de la RATP se prêtent très bien — on souhaiterait que, comme les vaporetto de Venise, les bateaux soient plus fréquents, mais on ne sait pourquoi ils restent très espacés.",5.0
Petit tour sur la Seine avec nos petits enfants.....La Seine étant trop haute ...le parcours a été modifié...pas d'île de la cité....mais des ronds dans l'eau au pied de la statue de la Libeté... Il faut rester 1h sur la péniche...alors on fait des ronds pour passer le temps...rien à voir.....et quant aux commentaires sur les monuments ils sont à pleurer....plus pauvres tu meurres... souvent les commentaires vont trop vites et ils ne sont pas en phase avec le monument visible....,3.0
Petite promenade fluviale sur La Seine à partir de la Tour Eiffel avec audio guide le long des beaux monuments parisiens et ponts. Très jolies photos à prendre.,4.0
"La seine, ses monuments son histoire, Paris quoi dans tous ses états. A faire d'urgence pour comprendre Paris de l'intérieur.",5.0
"Quel plaisir de marcher le long de la Seine, fleuve lourd d'histoire qui serpente Paris.  Encore plus agréable d'y naviguer pour voir la ville sous un autre angle.",4.0
Pour une occasion exceptionnelle retenir le diner à bord avec service particulier d'accueil sur la place du Trocadero pour qu'un liftier gare votre voiture que vous retrouverez au retour de la croisière Evidemment expérience gustative garantie et décor de film en glissante sur la Seine,5.0
"mediocre,à cause de la crue et depuis un mois l'itinéraire réduit de moitié soit la partie la plus intressante/les ponts de Paris supprimés ,bateaux minables,pas de son pour les commentaires ,aucune information donnée aux personnes qui onr résérvé depuis longtemps ,resultat :belle arnaque*",2.0
Préférez reporter votre ballade en bateau Mouche lors d'une crue car vous raterez une bonne partie des monuments du fait d'un parcours écourté ! Le prix reste néanmoins le même !,2.0
"Agréable visite de paris le long des quais et la Seine, le bateau mouche a silloné entre les ponts jusqu'à la réplique de la statue de la Liberté",5.0
"incontournable que de longer la seine, en solitaire, en amoureux, en touriste, rive gauche, rive droite, de gauche à droite, de long en large, puis s'échapper au gré des rues qui la parsème, se perdre volontairement, pour mieux la retrouver ensuite et finir sur les quai avec un bouquin en main ou sur un banc sur le pont Alexandre en train de voir le soleil se coucher derrière la Tour Eiffel, ou la lune scintiller au-dessus de Notre Dame",5.0
"Dans la Capitale, n'hésitez pas à faire une ballade le long de la Seine et admirer la vue depuis les nombreux ponts. Magnifique par beau temps. Vous pouvez également opter pour les bateaux-mouches...",4.0
"Les quais de seine, les bateaux, les ponts on se balade, on déambule on s'isole du bruit de la rue en passant sur les quais.. c'est paris",5.0
"D'accès très facile, une visite de Paris les bateaux mouches vous offrirons une vue exceptionnelle des monuments, la visite vous inspirera le choix des découvertes à poursuivre dans la journée et pourquoi pas un déjeuner sur l'eau, gastronomie et musique !!",4.0
Beaucoup  de  chose  ont  changer  depuis  ''mes  cela  reste  le  mystere de  paris   et  voir  paris et  cet  plus  monument  eclairer  la  nuit et  cela  reste  se  petit voyage  en  peniche  ''les  petit  embarquadere  ses  magnifique  la  nuit  ''la  journee  ont  voit  beaucoup  de  travaux  qui  gache 'mes  cela  n  empeche pas  de  contemblee le  paris  le  jour  aussi,4.0
Un vrai plaisir des yeux à toutes heures de la journée et de la nuit pour profiter de la colonne vertébrale de Paris à pied ou à vélo depuis que les voies de berges sont interdites aux voitures.,5.0
La Seine à Paris fait partie du paysage de la capitale de la France et qui coule dans le Bassin parisien et arrose notamment Troyes,5.0
"Un balade sur la Seine à la nuit tombée donne un charme supplémentaire aux monuments de Paris que l'on découvre sous un autre angle .Vraiment à faire car nulle part , on y a le même point de vue !",5.0
"U'e ce soit de jour ou la nuit c'est toujours agréable de marcher sur les bords de Seine qui sont très bien aménagés, avec des terrasses au soleil un plaisir.",4.0
Des que vous êtes sur Paris vous yeux seront heureux de voir la Seine rive droite rive gauche plusieurs restaurants ainsi bar sont sur la Seine même des hôtels en peut se promener au bord de la Seine à pied le problème il ya certain endroit de la seine sont sale mais à voir comme,3.0
"Incontournable sur ParisPrenez le temps de l’admirer,De marcher à sesCôtés,Vous en admirerez sa beauté 🥰« La Seine a de la chanceElle n'a pas de souciElle se la coule douceLe jour comme la nuitEt elle sort de sa sourceTout doucement, sans bruit...Sans sortir de son litEt sans se faire de mousse,Elle s'en va vers la merEn passant par Paris.La Seine a de la chanceElle n'a pas de souciEt quand elle se promèneTout au long de ses quaisAvec sa belle robe verteEt ses lumières doréesNotre-Dame jalouse,Immobile et sévèreDu haut de toutes ses pierresLa regarde de traversMais la Seine s'en balanceElle n'a pas de souciElle se la coule douceLe jour comme la nuitEt s'en va vers le HavreEt s'en va vers la merEn passant comme un rêveAu milieu des mystèresDes misères de Paris »",5.0
"Parcourant tout Paris, ce fleuve est un incontournable, bien aménagé et délicieusement romantique. À voir absolument.",5.0
"On ne peut décemment pas visiter Paris sans lui consacrer un peu de temps.En bateau ou le long des quais avec une bonne marche, la Seine relie certains monuments et offre un spectacle intéressant",4.0
"Belle superficie, attention l'eau ça mouille.Je ne boirais pas de cette eau, j'ai entendu qu'il y avait pleins de choses peu appétissantes dedans.Elle est servie à température ambiante, bof...",3.0
Que ce soit sur les bateaux ou sur les quais la Seine permet une balade apaisante sur tout son long.Beaucoup de monument sont visibles aux abords et c’est aussi un endroit idéal pour se poser et profiter du soleil (quand il y en a).,4.0
"Un moment sur les multiples quai plus authentiques et beaux les uns que les autres ,  une promenade dans une péniche ou une contemplation du paysage par dessus un des plus beaux ponts du monde représente un moment de plaisir incommensurable et unique dans le monde. Une sensation de bonheur que seuls qui l’ont fait reconnaissent est juste indescriptible sans compter la beauté de ce qui nous entoure. Un moment spécial à se procurer absolument dans une vie au moins une fois.",5.0
"Un fleuve qui traverse Paris, qui va jusqu'à Conflans Sainte Honorine et où l'on peut faire des visites en bateaux (mouches)",4.0
"la Seine note mère à tous les parisiens, j'ai la regardé qqsoit  l'endroit, c'est toujours romantique et émouvant. Une des plus belles vues est sans doute sur le pont Alexandre III",5.0
Quelle expérience surprenante.On découvre Paris d'une manière différente et étrangement au calme grâce aux Batobus.Nous avons pu savourer la vue sur les principaux monuments au fil de l'eau. Ballade à faire aussi bien en famille qu'en amoureux.Vous ne serez pas déçu,5.0
"Il faut marcher le long du fleuve, évitez les bateaux mouches et autres transports. Ne surtout pas passer par Paris plage, une horreur. Ne pas être enquiquiné par les SDF, menacé par quelques individus , ne pas voir les immondices et la ballade est magnifique",3.0
"Le voyage le long de la Seine a été super ! Il y régnait un calme et une sérénité, je n'mattendais pas du tout à ça. De +, avec tous les touristes croisés bien avant. , j'ai été étonnée que nous nous y retrouviions presque seules. C'était un contraste bien reposant pour nos têtes. Étant en visite mais pas en groupe guidé, nous avions bien le temps pour nous promener nonchalamment. Nous avons eu le temps de faire de très belles photos dont, mon amie a la meilleure partie. C'est une balade à faire entrés ami(e)s calmes, l'esprit reposé. En flânant, quoi. N'ayez crainte : Au moment de descendre les escaliers, on découvre une odeur que l'on n'aime pas mais, une fois sur les quais, elle disparaît. C'était une vraie belle balade. À faire pour tous.",5.0
"Fin juillet, un dimanche matin...(précision, le matin) à la hauteur de l'Hôtel de Ville...belle découverte que Paris plage..(comme l'an passé)...  jeux pour enfants protégés - terrain de pétanque...buvette...toilettes gardées... et les transats pour se détendre, lire et admirer les passages de bateaux qui sont nombreux....",4.0
"ambiance très  sympa et festive  au niveau  du musée  d'Orsay, passage  des bateaux mouches  etc-  à recommander",4.0
"Au pied de la BNF, superbe promenade à faire. Plein de petits bars restos conteneurs originaux proposent des plats sympas. Notamment le El Alamein bateau jardin. Merci.",5.0
"De multiples ponts du plus modernes au plus rustiques, des croisières de quelques minutes pour un changement radical de point de vues et de commentaires très justes.",5.0
"La Seine fait partie de ma vie, je suis née à Paris.Je me souviens que collégienne, j'avais dû rédiger une rédaction sur la vue du Pont de la Tournelle, je m'étais illustrée en décrivant des bâtiments masqués par d'autres, je m'appuyais alors sur un plan, bien incapable à 12 ans de dire ce que je voyais, le professeur avait noté ironiquement que j'avais bonne vue. La Seine est un fleuve qui a de la chance car elle berce Paris.Quelques fois, ce fut le cas, cet hiver, elle ne sait pas bien se tenir car elle menace la ville et le zouave du Pont de l'Alma s'enrhume, voire suffoque... On craint toujours les exploits de 1910. Existe une cartographie des zones inondablesLa Seine, cela aurait dû être la piscine de Monsieur Chirac qui nous avait promis de s'y baigner, j'en rêve aussi mais mieux vaut éviter, sauf si l'on veut absolument attraper la typhoïde ou d'autres maladies expéditives.La Seine est le témoin de notre histoire, elle vient de vivre un drame, l'incendie de Notre-Dame, elle ne s'en remet pas, comme moi... Un parcours possible est de la photographier de pont en pont, le plus joli est selon moi le Pont Marie mais chacun ses goûts, bien sûr.  Vous pouvez aussi prendre un bateau mouche, trop touristique, je trouve,  le mieux est de la suivre pas à pas... Prendre son temps, voilà la seule façon de l'apprivoiser. Bonne promenade.",5.0
Super mais uniquement par temps ensoleillé :)Les perosnnes avec poussettes ou fauteuil montent avant . Les enfants adorent et notre vision de Paris est différente.,5.0
"Nous y allons très souvent en famille, en amoureux.... soit pour flaner le long des rives, soit en batobus ou en bateau-mouche. Chaque visite est une découverte suplémentaire. A faire",5.0
Repas du comité d’entreprise le soir. Nous avons pu admirer les monuments éclairés ce qui est vraiment très agréable.,5.0
La seine a été un peu remise en valeur ces dernières années avec la super initiative de la mairie de Paris de piétonniser les berges de Seine. Mais beaucoup reste à faire : on attend avec impatience que l'ancienne horrible autoroute des berges de seine soit maintenant débétonnée et renaturalisée.,3.0
"Je conseille vivement les personnes souhaitant voir de belles choses, de visiter Paris par la Seine la nuit.Les éclairages de édifices nous montrent vraiment que nous sommes dans l'une des plus belles villes au monde. Ensuite illumination de la Tour Eiffel aux heures piles est aussi magique vu de la Seine.",5.0
Un peu trop touristiques l'attrape gogo commentaires légers et très rapide ;Le temps est de l'argent.Attention aux pic pokets.,3.0
Prenez le bus 72 àPorte de St Cloud juqu'au Treminus et pour 2 euros vous traversez Paris sur une rive puis vous marchez sur les trottoirs vers Chatelet et dreeière Notre Dame 'hélas sans le toit mais les bouquinistes vous ferons découvrir les quais depuis le moyen age. Vousdescendez les marches pour atteindre le ou les quais sur les différents bras à pieds et vous arretez au Bateaubus ou aux Bateux Mouche et vous glisser au fil de l'eau avec visions duirnes ou nocturnes et en dinant ou....Il y a l'Hotel sur l'eau égallement et...,5.0
"On a coutume d'entendre que les champs élysées est la plus belle avenue du monde. Pour moi, c'est faux puisque la plus belle artère parisienne est la Seine. En longeant ses rives on découvre l'essentiel de la grandeur de la capitale…..Tour Eiffel bien sur, Trocadéro, les invalides , grand et petit Palais , la Concorde, les tuileries, le Louvre, la Cité, Notre-Dame, musée d'Orsay, etc.…...sans oublier les ponts qui l'enjambe, certains splendides comme le pont AlexandreIII, le pont des arts….Il ne pas oublier non plus l'importance historique de la Seine puisque c'est  sur ses rives et pour cet emplacement que cette magnifique ville est née.",5.0
"Les quais de Seine l’été c’est toutes ma vie !Quand les billets coûte un bras que Deauville est plusq full et qu’il fait une chaleur à ne plus pouvoir se tenir debout ,là seul solution bah c’est les quais de seines ..Il y’a paris plage avec des animations pour les parents et les enfants meme en très bas âges et on peux avoir des transats pour se reposer même si les places sont cherrr à choper vue le monde .",5.0
c'est à faire le soir juste avant le coucher du soleilles lumières sur les ponts sont tout simplement sublimes (ah les statues en or sur le pont de la Concorde....)ou juste après quand les lumières s'allumentun autre regard sur paris qui ne s'oublie pas,4.0
depuis le milieu du pont de Bir Hakeim le plus beau site pour faire une photo Si vous ne rencontrer pas un couple de jeunes mariés venant de l'autre côté de la terre pour se faire photographier...pas de chance !! même en plein hiver les robes de mariée sont légèrescontinuez par l'île aux cygnes au milieu de la Seine jusqu'à la statue de la liberté..New York en rêve,5.0
"Toujours attractive des qu'un rayon de soleil apparaît. le long de ses berges, on passe un moment privilégié.",5.0
On se passe de mots pour décrire l'effet d'une croisière sur la Seine. En soirée c'est éblouissant quelque soit la compagnie choisie. Vous dinnerez ou pas peu importe le spectacle est unique. On se lasse jamais j'en fait une par an et j'en redemande.,4.0
"Une ballade au fil de l'eau permet de découvrir les quais de seine et de se reposer un peu de la frénésie urbaine. Et  maintenant, c'est le seul moyen de voir cette magnifique cathédrale en globalité...",4.0
C’est agréable de se promener au bord de l’eau. C’est bien entretenu parfait pour passer un bon moment,5.0
Bon voyage sur la Seine depuis la tour Eiffel vers l'île de la cité et l'île saint Louis. Très très beau.,5.0
"la Seine fait partie de Paris. une balade le long de ses quais est une activité gratuite mais si enrichissante. Les gens s'y arrêtent, font pique-nique. Prendre juste le temps de contempler Paris",5.0
"Paris ne serait pas Paris sans le Seine incontournable fascinante, apaisante, majestueuse. c'est vraiment très agréable de marcher le long de la traverser de s'arrêter au milieu pour la regarder ou déjeuner sur un banc à ses côtés....",5.0
"J'imagine que c'est parce que c'est le mois de mars mais c'était bîen , nous l'avons fait plusieurs fois à pieds mais sans plus pour moi , sauf pour voir les ponts et les entrée grandiose",4.0
"La seine, nous inspire, et donne une aire de frecheur a Paris, mais ça pouvez etre encore mailleur!!",5.0
"marcher tout au long de la seine du 15eme au 4eme arrondissement de paris ,s'arreter en ile saint louis,faire les petite rue a pied,regarder les vitrines,deguster une glasse,manger dans un authentique bistrot",5.0
"Se promener sur les quais de la Seine, surtout quand il fait beau, cela fait partie de moments vraiment exceptionnels tant vous pouvez avoir des points de vue insolites sur les monuments, les ponts, les paysages que peut offrir Paris, et cela de jour comme de nuit (avec une préférence pour la nuit personnellement). Pour les amateurs de photos, c'est en vous promenant sur les quais de seine que vous pourrez bénéficier de points de vue exceptionnels. Le soir des groupes jouent parfois de la musique. L'été il y a pas mal d'attractions mises en place par la Ville de Paris, Paris Plage, avec des petits endroits pour déjeuner au bord de Seine notamment pas très loin de l'Hôtel de Ville, des transats, des baby-foot, boulodrome, mur d'escalade etc... Vous pourrez même charger votre portable à l'aide de quelques vélos plavés au bord de la Seine ! A fait absolument",5.0
"il faut pas la voir du côté classique, il faut la contempler avec un oeil de fan, de l'autre rive, de l'autre visage,  mais qu'est-ce qu'elle est belle cette Seine, il m'arrive de passer des heures à la regarder fasciné ébloui par cette beauté de la nature.",5.0
"on s'y noie très bien, on y bois un peu trop d'eau à mon goût mais comme on ne peut pas l'empêcher de couler au milieu de Paris on a fini par l'accepter. Elle fait partie de la famille depuis tout ce temps...",3.0
"La Seine à Paris semble crade. C'est uniquement de la flotte. Il y a des voitures par milliers sur les berges. Il n'y a rien de romantique. Même sur le pont des arts depuis l'interdiction d'y faire la fête, il n'y a plus de jeunesse. On ne peut même plus s'en approcher de cette flotte. Quant à Paris plage en août, le dimanche on se marche dessus et de plus personne ne se baigne car cette flotte sent mauvais. Je ne connais aucun établissement sur les dix milles dans la capitale qui sert de l'eau de la Seine. Bizarre.",2.0
Superbe est agréable avec une visite en bateau permet de découvrir paris .C'est une belle balade au cœur de paris.,4.0
"Faire une virée sur la Seine est le meilleur endroit pour découvrir Paris et tous ces monuments et bâtiments qui trônent le long des berges. Depuis le bateau et par beau temps, la vue sur la tour Eiffel est splendide. Inoubliable.",5.0
Le seul endroit ou l'on peut voir certains monuments ainsi que la réplique de la statue de la liberté montent agréable,4.0
Que de belles promenades a faire et a regaire sans se lasser. Que de beaux monuments a voir !Un régal....En.bayeau aussi mais ça va peut être 1 peu vite.A pied on prend son temps.Les  vues depuis les ponts sont superbesMarcher en bord de quai c est calme aussi,5.0
"Le poete a dit:  passent les jours et passent les semaines, ni le temps passé ni les amours reviennent , sous le pont Mirabeau coule la Seine!!La Seine, éternelle, romantique, mystérieuse?  à découvrir à pieds sur les berges, ou en bateau mouche : elle restera à jamais attachée à Paris!",5.0
"Privilégier une navigation nocturne pour découvrir les différents monuments par la seine, petit plus se trouver sous la tour Eiffel à minuit quand elle est illuminée!",5.0
"Se promener sur les berges de la Seine de la Tour Eiffel à St Michel et au-delà est un vrai plaisir tant cette promenade est agréable. Passé St Michel et Notre Dame, vous pourrez même vous essayez à quelques pas de danse.... allez-y vous comprendrez !Le tour en bateau mouche permet de voir Paris autrement. Le faire de nuit ou à la tombée de la nuit est le moment pour ma part que je préfère, les bâtiments longeant la Seine étant merveilleusement mis en valeur par leur éclairage.",5.0
"Les aménagements de bords de Seine sont vraiment sympas maintenant qu'il n'y a plus de voiture ! Mini via ferrata, balançoires, hamac, jeux d'adresse, vélo d'appartement pour recharger son portable en admirant Notre Dame... Paris a bien changé et devient agréable.",5.0
"Que dire , fleuve de l histoire , rempart des premiers Parisiens , charriant les cadavres de la Saint Barthélemy, que dire de plus , sur les ballades des amoureux de toutes les  époques , chantée par Montand , Lamarque et autres....La Seine et ses charmes sous les ponts de ParisA voir , à découvrir",5.0
"La Seine, l'endroit romantique pour se balader dans Paris, encore plus intéressant lorsque que l'on passe avec un bateau mouche sur la Seine.",5.0
"Paris sans ses bordures de Seine ne serait pas vraiment Paris. Quel bonheur que de flâner en bord de Seine et d’admirer toutes ses merveilles, ses ponts, ses monuments, ses bateaux mouches, etc.. On ne s’en lasse jamais à n’importe quelle heure de la journée!",5.0
"Laissez-vous aller à une jolie balade romantique le long de ou sur la Seine, sur les rives ou en bateau-mouche, vous en reviendrez charmés ! Si possible, baladez-vous en soirée au coucher du soleil ou la nuit, vous comprendrez pourquoi Paris est appelée ""La Ville Lumière"" ...",4.0
C est incroyable ce fleuve en plein milieu de Paris : prenez le temps de vous promener à pieds sur les berges ( ou en vélo éventuellement mais vous irez trop vite dommage !) c est vraiment agréable et apaisant tout ceci alors que vous êtes dans une ville hyper animé La vous retrouvez votre calme c est simplement incroyable,5.0
"Voluptueuse , repoussante , alanguie , ténébreuse , souriante , fâchée, calme , agitée . Elle est tout à la fois et à différentes heures . C’est la surprise constante !!! La Reine des fleuves .",5.0
"Difficile de passer à coté de ce fleuve qui traverse PARIS la capitale / N'hésitez pas à descendre sur les quais et longez la à pied le plus longtemps possible, vous découvrez PARIS et ses monuments en oubliant le flot des voitures qui brutalise les bords du fleuve.",4.0
Voici le plus superbe ensemble de monuments du 12 ème au 20ème siècle existant au mondeLes rives de la seine sont arborées tout au long de leur parcours parisien et permettent une belle promenade tout au long des quais animés par les étals des bouquinistesLa destination des berges réservées il y a peu de temps à la circulation des véhicules sur la rive droite n'est pas encore définitivement fixée aucune alternative crédible n'existant actuellement pour assurer une circulation fluide dans Paris,4.0
"Quel désastre pour la plus belle ville du monde !! Odeur d'urine tout le long des quais longeant la Seine. Individus qui n'hésitent pas à se soulager devant les promeneurs, groupe de jeunes qui picolent sans limite... Quelle image nous donnons aux étrangers venant visiter notre pays !! C'est bien dommage.",1.0
